0,0.131202516206429,0,0,0.137457320668826,0.260591699020488,0,0.217371788754549,0,0,0.246929580734868,0,0,0,0,0,0,0.0562313877535402,0,0,0,0,0,0,0.176265110403348,0,0,0,0,0,0,0,0.0847906343930717,0.0509661528330693,0,0,0.192994629000029,0,0.210486105869228,0,0,0,0.295674621413500,0.129783970367898,0,0,0,0,0.296466277302824,0
0.131202516206429,0,0,0,0.0707107020397863,0,0,0.200051430782627,0.200584510474250,0,0.274246673300011,0,0,0,0,0,0,0.0856501244273548,0,0,0,0,0,0,0.0529526573642588,0,0,0,0,0,0,0,0.0780732337259302,0.153266297873718,0,0.204614584198503,0.180680529530126,0,0.215578754316435,0,0,0,0.197363342500146,0.217321814483839,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.294038611237051,0,0,0,0,0,0,0.224019145234478,0,0,0,0,0.212559149073938,0,0,0,0,0,0,0,0.107060969014904,0,0,0,0,0,0,0,0,0,0,0,0.224023596970826,0,0,0,0.219440330048782,0.150722105702727,0,0.263504278003437,0
0,0,0,0,0,0,0,0,0,0.257501125724657,0,0.155447485562666,0.0705384765457655,0,0.266411116048912,0,0,0,0,0.255034624622634,0,0,0,0.0890539498999723,0,0,0,0,0.163970861630817,0,0.200985035629831,0.167095734591755,0,0,0.0509270138588504,0,0,0,0,0,0.138992931679357,0,0,0,0,0,0,0,0,0.0582153635298911
0.137457320668826,0.0707107020397863,0,0,0,0,0,0.267179536452345,0.235779452992195,0,0,0,0,0,0,0.272084993222372,0,0.0813167529103592,0,0,0,0,0,0,0.0663586684452998,0,0,0,0,0,0,0,0.0532640093770871,0.177859722645344,0,0.238122476066099,0.110432723822527,0,0.278899296468963,0,0,0,0.262414987807989,0.176029160557032,0.288410688493550,0,0,0,0,0
0.260591699020488,0,0,0,0,0,0,0.209352355205471,0,0,0.124501223126670,0,0,0.267745686949798,0.212673350040820,0,0,0,0,0,0,0,0,0.292501526158832,0,0.120906615119217,0.233820105086755,0,0,0,0.181892820466517,0.214309779356194,0,0.210517466419360,0,0,0,0,0.173016261575273,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675577482930350,0,0,0,0,0.271494900622384,0,0,0,0,0,0,0,0,0,0.183868781640163,0,0,0,0,0.231313053061577,0,0,0,0,0.163897691692917,0,0
0.217371788754549,0.200051430782627,0,0,0.267179536452345,0.209352355205471,0,0,0.282932147961235,0,0.0960187121101792,0,0,0,0,0,0,0.226914050430076,0,0,0,0,0,0,0.242151741113263,0.154360391967852,0,0.285881129531650,0,0,0,0,0.245697299803137,0.182244160402744,0,0.289635146686364,0,0,0.0363417509924028,0,0,0,0.161941761575392,0,0,0,0,0,0,0
0,0.200584510474250,0,0,0.235779452992195,0,0,0.282932147961235,0,0,0,0,0,0,0,0,0,0.285814327990084,0,0,0,0,0,0,0.170119273884890,0,0,0,0,0,0,0,0.272464548988176,0,0,0.00679176121535950,0,0,0,0,0,0,0.141884343143165,0,0.196340706568227,0,0,0,0,0
0,0,0.294038611237051,0.257501125724657,0,0,0,0,0,0,0,0,0.251624687467618,0,0.124767540080979,0,0.234533013141213,0,0,0,0,0,0,0.232574596926733,0,0,0,0,0,0,0.218038633275865,0.222048832014387,0,0,0.207305482380907,0,0,0,0,0,0,0.118339368577010,0,0,0,0,0.289698034991209,0,0.275358522070339,0
0.246929580734868,0.274246673300011,0,0,0,0.124501223126670,0,0.0960187121101792,0,0,0,0,0,0.239265495934698,0,0,0,0.275663054180292,0,0,0,0,0,0,0,0.0653694577429051,0.227408062979963,0.259328838724699,0,0,0.289047246247465,0,0,0.199289739368547,0,0,0,0,0.0637436817659790,0,0,0,0.255116529261525,0,0,0,0,0,0,0
0,0,0,0.155447485562666,0,0,0,0,0,0,0,0,0.223320470784856,0.252446920880938,0,0,0,0,0,0.101175327538202,0,0,0,0.131607708559362,0,0,0.215707420083172,0,0.172396163445802,0,0.199234304162818,0.169203247440225,0,0,0.192406571940183,0,0,0,0,0,0.116473123515692,0,0,0,0,0,0,0,0,0.170392466663180
